ImageId,ClassType,MultipolygonWKT
6110_1_1,4,MULTIPOLYGON EMPTY
6110_1_1,5,MULTIPOLYGON EMPTY
6110_1_1,6,MULTIPOLYGON EMPTY
6110_1_1,7,MULTIPOLYGON EMPTY
6110_1_1,8,MULTIPOLYGON EMPTY
6110_1_1,9,MULTIPOLYGON EMPTY
6110_1_1,10,MULTIPOLYGON EMPTY
6110_1_0,1,MULTIPOLYGON EMPTY
6110_1_0,2,MULTIPOLYGON EMPTY
6110_1_0,3,"MULTIPOLYGON (((0.0000026547862205 -0.0076775747557521, 0.0000026547862205 -0.0077045989541180, 0.0000053095724409 -0.0077073013739546, 0.0000053095724409 -0.0077316231524839, 0.0000185835035433 -0.0077370279921571, 0.0000371670070866 -0.0077397304119937, 0.0000504409381889 -0.0077478376715034, 0.0000716792279527 -0.0077478376715034, 0.0000796435866141 -0.0077505400913400, 0.0000876079452755 -0.0077559449310132, 0.0000955723039369 -0.0077586473508498, 0.0001061914488187 -0.0077613497706864, 0.0001300845248030 -0.0077613497706864, 0.0001407036696848 -0.0077667546103596, 0.0001619419594486 -0.0077667546103596, 0.0001699063181100 -0.0077613497706864, 0.0001964541803147 -0.0077613497706864, 0.0002044185389761 -0.0077667546103596, 0.0002097281114170 -0.0077667546103596, 0.0002097281114170 -0.0077478376715034, 0.0002044185389761 -0.0077505400913400, 0.0001991089665351 -0.0077478376715034, 0.0001911446078737 -0.0077397304119937, 0.0001831802492123 -0.0077370279921571, 0.0001672515318895 -0.0077208134731375, 0.0001619419594486 -0.0077181110533010, 0.0001513228145667 -0.0077154086334644, 0.0001274297385825 -0.0077154086334644, 0.0001168105937006 -0.0077127062136278, 0.0000929175177164 -0.0077045989541180, 0.0000876079452755 -0.0077045989541180, 0.0000690244417322 -0.0076937892747717, 0.0000610600830708 -0.0076910868549351, 0.0000530957244094 -0.0076883844350985, 0.0000292026484252 -0.0076883844350985, 0.0000106191448819 -0.0076775747557521, 0.0000026547862205 -0.0076775747557521)), ((0.0084979706917200 -0.0066155237599723, 0.0084926611192791 -0.0066182261798088, 0.0084926611192791 -0.0066236310194820, 0.0084900063330586 -0.0066263334393186, 0.0084900063330586 -0.0066344406988284, 0.0084820419743972 -0.0066452503781747, 0.0084793871881768 -0.0066506552178479, 0.0084793871881768 -0.0066587624773577, 0.0084767324019563 -0.0066641673170309, 0.0084714228295154 -0.0066695721567041, 0.0084501845397516 -0.0066695721567041, 0.0084714228295154 -0.0066911915153968, 0.0084740776157358 -0.0066992987749065, 0.0084820419743972 -0.0067101084542529, 0.0084926611192791 -0.0067209181335993, 0.0084926611192791 -0.0067101084542529, 0.0084979706917200 -0.0066992987749065, 0.0085377924850271 -0.0066992987749065, 0.0085271733401452 -0.0066884890955602, 0.0085271733401452 -0.0066452503781747, 0.0085192089814838 -0.0066290358591552, 0.0085059350503814 -0.0066155237599723, 0.0084979706917200 -0.0066155237599723)))"
6110_1_0,4,MULTIPOLYGON EMPTY
6110_1_0,5,MULTIPOLYGON EMPTY
6110_1_0,6,MULTIPOLYGON EMPTY
6110_1_0,7,MULTIPOLYGON EMPTY
6110_1_0,8,MULTIPOLYGON EMPTY
6110_1_0,9,MULTIPOLYGON EMPTY
6110_1_0,10,MULTIPOLYGON EMPTY
6110_1_3,1,MULTIPOLYGON EMPTY
6110_1_3,2,MULTIPOLYGON EMPTY
6110_1_3,3,"MULTIPOLYGON (((0.0004113558783065 -0.0086428227670447, 0.0004167684556527 -0.0086482245312741, 0.0004194747443257 -0.0086482245312741, 0.0004248873216719 -0.0086536262955035, 0.0004275936103449 -0.0086590280597329, 0.0004275936103449 -0.0086671307060770, 0.0004248873216719 -0.0086698315881917, 0.0004248873216719 -0.0086806351166505, 0.0004275936103449 -0.0086833359987652, 0.0004302998990180 -0.0086887377629946, 0.0004302998990180 -0.0086428227670447, 0.0004113558783065 -0.0086428227670447)), ((0.0001407270109996 -0.0083943416124921, 0.0001542584543649 -0.0084024442588362, 0.0001596710317111 -0.0084024442588362, 0.0001677898977303 -0.0083970424946068, 0.0001786150524226 -0.0083943416124921, 0.0001407270109996 -0.0083943416124921)), ((0.0088739205589938 -0.0006049975936931, 0.0088658016929746 -0.0006131002400372, 0.0088685079816476 -0.0006185020042666, 0.0088549765382823 -0.0006320064148401, 0.0088468576722631 -0.0006347072969548, 0.0088279136515516 -0.0006347072969548, 0.0088116759195132 -0.0006428099432989, 0.0088062633421670 -0.0006455108254136, 0.0088739205589938 -0.0006455108254136, 0.0088739205589938 -0.0006049975936931)), ((0.0090904236528393 -0.0003781234960582, 0.0090877173641662 -0.0003835252602876, 0.0090850110754932 -0.0003889270245170, 0.0090850110754932 -0.0003943287887464, 0.0090823047868201 -0.0003997305529758, 0.0090904236528393 -0.0003997305529758, 0.0090904236528393 -0.0003781234960582)))"
6110_1_3,4,MULTIPOLYGON EMPTY
6110_1_3,5,MULTIPOLYGON EMPTY
6110_1_3,6,MULTIPOLYGON EMPTY
6110_1_3,7,MULTIPOLYGON EMPTY
6110_1_3,8,MULTIPOLYGON EMPTY
6110_1_3,9,MULTIPOLYGON EMPTY
6110_1_3,10,MULTIPOLYGON EMPTY
6110_1_4,1,MULTIPOLYGON EMPTY
6110_1_4,2,MULTIPOLYGON EMPTY
6110_1_4,3,"MULTIPOLYGON (((0.0008605099488389 -0.0027933753109972, 0.0008551149021377 -0.0027960768345088, 0.0008497198554365 -0.0027987783580204, 0.0008443248087353 -0.0028041814050436, 0.0008389297620341 -0.0028068829285552, 0.0008605099488389 -0.0028068829285552, 0.0008605099488389 -0.0027933753109972)))"
6110_1_4,4,MULTIPOLYGON EMPTY
6110_1_4,5,MULTIPOLYGON EMPTY
6110_1_4,6,MULTIPOLYGON EMPTY
6110_1_4,7,MULTIPOLYGON EMPTY
6110_1_4,8,MULTIPOLYGON EMPTY
6110_1_4,9,MULTIPOLYGON EMPTY
6110_1_4,10,MULTIPOLYGON EMPTY
6110_3_4,1,MULTIPOLYGON EMPTY
6110_3_4,2,MULTIPOLYGON EMPTY
6110_3_4,3,"MULTIPOLYGON (((0.0002138030474663 -0.0087888130790829, 0.0002056839443979 -0.0087969158569677, 0.0002056839443979 -0.0088077195608141, 0.0002083903120874 -0.0088131214127374, 0.0002138030474663 -0.0088185232646606, 0.0002138030474663 -0.0087888130790829)))"
6110_3_4,4,MULTIPOLYGON EMPTY
6110_3_4,5,MULTIPOLYGON EMPTY
6110_3_4,6,MULTIPOLYGON EMPTY
6110_3_4,7,MULTIPOLYGON EMPTY
6110_3_4,8,MULTIPOLYGON EMPTY
6110_3_4,9,MULTIPOLYGON EMPTY
6110_3_4,10,MULTIPOLYGON EMPTY
6110_3_3,1,MULTIPOLYGON EMPTY
6110_3_3,2,MULTIPOLYGON EMPTY
6110_3_3,3,GEOMETRYCOLLECTION EMPTY
6110_3_3,4,MULTIPOLYGON EMPTY
6110_3_3,5,MULTIPOLYGON EMPTY
6110_3_3,6,MULTIPOLYGON EMPTY
6110_3_3,7,MULTIPOLYGON EMPTY
6110_3_3,8,MULTIPOLYGON EMPTY
6110_3_3,9,MULTIPOLYGON EMPTY
6110_3_3,10,MULTIPOLYGON EMPTY
6110_3_2,1,MULTIPOLYGON EMPTY
6110_3_2,2,MULTIPOLYGON EMPTY
6110_3_2,3,"MULTIPOLYGON (((0.0043184770924118 -0.0058001709794110, 0.0043130756201261 -0.0058028725029226, 0.0043022726755547 -0.0058082755499458, 0.0042806667864119 -0.0058298877380387, 0.0042725645779834 -0.0058325892615503, 0.0043184770924118 -0.0058325892615503, 0.0043184770924118 -0.0058001709794110)), ((0.0084235960295387 -0.0017965131352158, 0.0084181945572530 -0.0018019161822390, 0.0084181945572530 -0.0018181253233086, 0.0084208952933958 -0.0018208268468202, 0.0084235960295387 -0.0018262298938434, 0.0084235960295387 -0.0017965131352158)), ((0.0019148219252783 -0.0000027015235116, 0.0019094204529926 -0.0000054030470232, 0.0018905152999926 -0.0000189106645812, 0.0018743108831356 -0.0000351198056508, 0.0018662086747070 -0.0000378213291624, 0.0018581064662785 -0.0000432243761856, 0.0018365005771357 -0.0000648365642785, 0.0018256976325643 -0.0000729411348133, 0.0018013910072787 -0.0000837472288597, 0.0017932887988502 -0.0000891502758829, 0.0017824858542788 -0.0000972548464177, 0.0017581792289932 -0.0001215685580221, 0.0017473762844218 -0.0001296731285569, 0.0017392740759932 -0.0001350761755801, 0.0017311718675647 -0.0001377776990917, 0.0017203689229933 -0.0001458822696265, 0.0016960622977077 -0.0001701959812310, 0.0016879600892791 -0.0001755990282542, 0.0016798578808506 -0.0001810020752774, 0.0016555512555650 -0.0001918081693238, 0.0016420475748508 -0.0002053157868818, 0.0016366461025651 -0.0002080173103934, 0.0016231424218508 -0.0002107188339050, 0.0016177409495651 -0.0002134203574166, 0.0016069380049938 -0.0002242264514630, 0.0016069380049938 -0.0002269279749746, 0.0015934343242795 -0.0002431371160442, 0.0015799306435653 -0.0002566447336023, 0.0015718284351367 -0.0002620477806255, 0.0015637262267082 -0.0002674508276487, 0.0015583247544225 -0.0002701523511603, 0.0015529232821368 -0.0002728538746719, 0.0015259159207084 -0.0002836599687183, 0.0015097115038513 -0.0002836599687183, 0.0014962078231370 -0.0002971675862763, 0.0014962078231370 -0.0002998691097879, 0.0014827041424228 -0.0003133767273459, 0.0014746019339943 -0.0003187797743691, 0.0014692004617086 -0.0003214812978807, 0.0014529960448515 -0.0003241828213923, 0.0014475945725658 -0.0003268843449039, 0.0014394923641373 -0.0003322873919271, 0.0014313901557087 -0.0003376904389503, 0.0014205872111373 -0.0003457950094851, 0.0014070835304231 -0.0003566011035316, 0.0013908791135660 -0.0003755117681128, 0.0013800761689946 -0.0003863178621592, 0.0013773754328518 -0.0003863178621592, 0.0013638717521376 -0.0003998254797172, 0.0013476673352805 -0.0004079300502520, 0.0013287621822805 -0.0004268407148332, 0.0013206599738520 -0.0004322437618564, 0.0013125577654235 -0.0004322437618564, 0.0013071562931378 -0.0004349452853680, 0.0012990540847092 -0.0004403483323912, 0.0012882511401378 -0.0004511544264377, 0.0012774481955665 -0.0004592589969725, 0.0012720467232808 -0.0004619605204841, 0.0012666452509951 -0.0004619605204841, 0.0012612437787094 -0.0004673635675073, 0.0012558423064237 -0.0004673635675073, 0.0012504408341380 -0.0004727666145305, 0.0012423386257095 -0.0004727666145305, 0.0012315356811381 -0.0004781696615537, 0.0012153312642810 -0.0004862742320885, 0.0012018275835668 -0.0004943788026233, 0.0011910246389954 -0.0005051848966697, 0.0011829224305668 -0.0005078864201813, 0.0011640172775669 -0.0005267970847625, 0.0011559150691384 -0.0005294986082741, 0.0011478128607098 -0.0005349016552973, 0.0011397106522813 -0.0005430062258321, 0.0011397106522813 -0.0005457077493437, 0.0011316084438527 -0.0005538123198786, 0.0011208054992814 -0.0005592153669018, 0.0011019003462814 -0.0005673199374366, 0.0010937981378529 -0.0005727229844598, 0.0010829951932815 -0.0005808275549946, 0.0010748929848530 -0.0005889321255294, 0.0010748929848530 -0.0005916336490410, 0.0010667907764244 -0.0005997382195758, 0.0010343819427103 -0.0006213504076686, 0.0010046738451389 -0.0006348580252266, 0.0009911701644247 -0.0006483656427847, 0.0009803672198533 -0.0006483656427847, 0.0009587613307106 -0.0006591717368311, 0.0009506591222820 -0.0006672763073659, 0.0009452576499963 -0.0006699778308775, 0.0009371554415678 -0.0006699778308775, 0.0009155495524250 -0.0006807839249239, 0.0008966443994251 -0.0006969930659935, 0.0008885421909965 -0.0007023961130167, 0.0008723377741395 -0.0007023961130167, 0.0008561333572824 -0.0007105006835515, 0.0008480311488538 -0.0007159037305747, 0.0008318267319968 -0.0007321128716443, 0.0008183230512825 -0.0007375159186675, 0.0007859142175684 -0.0007672326772952, 0.0007778120091398 -0.0007699342008068, 0.0007697098007113 -0.0007753372478300, 0.0007454031754257 -0.0007996509594344, 0.0007373009669971 -0.0008050540064576, 0.0007210965501401 -0.0008131585769924, 0.0006913884525687 -0.0008266661945504, 0.0006724832995688 -0.0008374722885968, 0.0006643810911403 -0.0008428753356200, 0.0006508774104260 -0.0008536814296665, 0.0006346729935690 -0.0008698905707361, 0.0006319722574261 -0.0008779951412709, 0.0006211693128547 -0.0008888012353173, 0.0006130671044262 -0.0008915027588289, 0.0005860597429977 -0.0008915027588289, 0.0005806582707120 -0.0008942042823405, 0.0005752567984263 -0.0008969058058521, 0.0005671545899978 -0.0009050103763869, 0.0005428479647122 -0.0009158164704333, 0.0005320450201408 -0.0009266225644797, 0.0005185413394266 -0.0009320256115029, 0.0005023369225695 -0.0009482347525726, 0.0004969354502838 -0.0009509362760842, 0.0004915339779981 -0.0009536377995958, 0.0004807310334267 -0.0009563393231074, 0.0004645266165696 -0.0009644438936422, 0.0004348185189983 -0.0009833545582234, 0.0004267163105698 -0.0009887576052466, 0.0004159133659984 -0.0009968621757814, 0.0004024096852841 -0.0010076682698278, 0.0003781030599985 -0.0010319819814322, 0.0003456942262844 -0.0010671017870831, 0.0003213876009987 -0.0010779078811295, 0.0003105846564274 -0.0010887139751759, 0.0003078839202845 -0.0010968185457107, 0.0002997817118560 -0.0011049231162455, 0.0002943802395703 -0.0011076246397571, 0.0002727743504275 -0.0011076246397571, 0.0002673728781418 -0.0011103261632687, 0.0002592706697133 -0.0011184307338035, 0.0002538691974276 -0.0011319383513615, 0.0002457669889990 -0.0011400429218963, 0.0002376647805705 -0.0011427444454079, 0.0002214603637134 -0.0011427444454079, 0.0002160588914277 -0.0011454459689195, 0.0001971537384278 -0.0011643566335008, 0.0001917522661421 -0.0011670581570124, 0.0001458397517137 -0.0011670581570124, 0.0001296353348566 -0.0011751627275472, 0.0001026279734282 -0.0012021779626632, 0.0000972265011425 -0.0012048794861748, 0.0000918250288568 -0.0012075810096864, 0.0000837228204282 -0.0012102825331980, 0.0000567154589998 -0.0012156855802212, 0.0000513139867141 -0.0012183871037328, 0.0000459125144284 -0.0012210886272444, 0.0000378103059999 -0.0012264916742676, 0.0000297080975713 -0.0012345962448024, 0.0000270073614285 -0.0012427008153372, 0.0000270073614285 -0.0012616114799185, 0.0000243066252856 -0.0012670145269417, 0.0000162044168571 -0.0012751190974765, 0.0000027007361428 -0.0012805221444997, 0.0000027007361428 -0.0013264480441969, 0.0000081022084285 -0.0013264480441969, 0.0000162044168571 -0.0013237465206853, 0.0000243066252856 -0.0013210449971737, 0.0000378103059999 -0.0013129404266389, 0.0000459125144284 -0.0013048358561041, 0.0000540147228569 -0.0012994328090809, 0.0000594161951426 -0.0012967312855693, 0.0000648176674283 -0.0012940297620577, 0.0000837228204282 -0.0012913282385461, 0.0000918250288568 -0.0012886267150345, 0.0000972265011425 -0.0012859251915229, 0.0001080294457139 -0.0012751190974765, 0.0001296353348566 -0.0012643130034301, 0.0001377375432852 -0.0012643130034301, 0.0001458397517137 -0.0012616114799185, 0.0001539419601423 -0.0012562084328953, 0.0001620441685708 -0.0012481038623605, 0.0001674456408565 -0.0012454023388489, 0.0001728471131422 -0.0012454023388489, 0.0001782485854279 -0.0012427008153372, 0.0001944530022850 -0.0012291931977792, 0.0002133581552849 -0.0012210886272444, 0.0002160588914277 -0.0012156855802212, 0.0002187596275706 -0.0012156855802212, 0.0002349640444277 -0.0012021779626632, 0.0002403655167134 -0.0011994764391516, 0.0002457669889990 -0.0011967749156400, 0.0002538691974276 -0.0011967749156400, 0.0002592706697133 -0.0011940733921284, 0.0002646721419990 -0.0011913718686168, 0.0002727743504275 -0.0011859688215936, 0.0002916795034274 -0.0011670581570124, 0.0002997817118560 -0.0011616551099892, 0.0003402927539987 -0.0011427444454079, 0.0003537964347129 -0.0011292368278499, 0.0003618986431414 -0.0011238337808267, 0.0003727015877128 -0.0011184307338035, 0.0003835045322842 -0.0011157292102919, 0.0003889060045699 -0.0011130276867803, 0.0003943074768556 -0.0011103261632687, 0.0004105118937127 -0.0010968185457107, 0.0004240155744269 -0.0010914154986875, 0.0004294170467126 -0.0010860124516643, 0.0004294170467126 -0.0010833109281527, 0.0004321177828555 -0.0010806094046411, 0.0004375192551412 -0.0010779078811295, 0.0004510229358554 -0.0010779078811295, 0.0004699280888553 -0.0010589972165483, 0.0004780302972839 -0.0010535941695251, 0.0004861325057124 -0.0010481911225019, 0.0005077383948552 -0.0010373850284554, 0.0005266435478551 -0.0010346835049438, 0.0005320450201408 -0.0010319819814322, 0.0005374464924265 -0.0010292804579206, 0.0005455487008550 -0.0010211758873858, 0.0005455487008550 -0.0010184743638742, 0.0005536509092836 -0.0010103697933394, 0.0005590523815693 -0.0010076682698278, 0.0005806582707120 -0.0010076682698278, 0.0005887604791406 -0.0010049667463162, 0.0005968626875691 -0.0009995636992930, 0.0006130671044262 -0.0009833545582234, 0.0006130671044262 -0.0009806530347118, 0.0006265707851404 -0.0009671454171538, 0.0006346729935690 -0.0009617423701306, 0.0006427752019975 -0.0009590408466190, 0.0006481766742832 -0.0009536377995958, 0.0006481766742832 -0.0009509362760842, 0.0006562788827117 -0.0009428317055493, 0.0006616803549974 -0.0009401301820377, 0.0006724832995688 -0.0009374286585261, 0.0006832862441402 -0.0009293240879913, 0.0006886877164259 -0.0009293240879913, 0.0007048921332830 -0.0009131149469217, 0.0007129943417115 -0.0009077118998985, 0.0007210965501401 -0.0009050103763869, 0.0007318994947114 -0.0008942042823405, 0.0007535053838542 -0.0008806966647825, 0.0007859142175684 -0.0008644875237129, 0.0007940164259969 -0.0008617860002013, 0.0008075201067111 -0.0008617860002013, 0.0008129215789968 -0.0008590844766897, 0.0008210237874254 -0.0008536814296665, 0.0008291259958539 -0.0008482783826433, 0.0008426296765682 -0.0008347707650852, 0.0008453304127110 -0.0008293677180620, 0.0008480311488538 -0.0008131585769924, 0.0008507318849967 -0.0008077555299692, 0.0008561333572824 -0.0007996509594344, 0.0008642355657109 -0.0007915463888996, 0.0008696370379966 -0.0007888448653880, 0.0008831407187109 -0.0007861433418764, 0.0009317539692821 -0.0007375159186675, 0.0009479583861392 -0.0007294113481327, 0.0009641628029962 -0.0007294113481327, 0.0009722650114248 -0.0007348143951559, 0.0009911701644247 -0.0007348143951559, 0.0009992723728533 -0.0007321128716443, 0.0010127760535675 -0.0007186052540863, 0.0010127760535675 -0.0007132022070631, 0.0010154767897103 -0.0007077991600399, 0.0010235789981389 -0.0006996945895051, 0.0010478856234245 -0.0006996945895051, 0.0010586885679959 -0.0006969930659935, 0.0010667907764244 -0.0006942915424819, 0.0010721922487101 -0.0006915900189703, 0.0010883966655672 -0.0006753808779007, 0.0011073018185671 -0.0006672763073659, 0.0011208054992814 -0.0006537686898079, 0.0011289077077099 -0.0006483656427847, 0.0011343091799956 -0.0006456641192730, 0.0011478128607098 -0.0006456641192730, 0.0011667180137097 -0.0006267534546918, 0.0011775209582811 -0.0006186488841570, 0.0011829224305668 -0.0006159473606454, 0.0011883239028525 -0.0006159473606454, 0.0011937253751382 -0.0006132458371338, 0.0011991268474239 -0.0006105443136222, 0.0012234334727095 -0.0005862306020178, 0.0012342364172809 -0.0005781260314830, 0.0012477400979951 -0.0005727229844598, 0.0012612437787094 -0.0005592153669018, 0.0012747474594236 -0.0005484092728554, 0.0012909518762807 -0.0005403047023205, 0.0013044555569949 -0.0005403047023205, 0.0013125577654235 -0.0005376031788089, 0.0013476673352805 -0.0005024833731581, 0.0013557695437090 -0.0004970803261349, 0.0013611710159947 -0.0004943788026233, 0.0013800761689946 -0.0004916772791117, 0.0013854776412803 -0.0004889757556001, 0.0014043827942803 -0.0004700650910189, 0.0014097842665659 -0.0004673635675073, 0.0014151857388516 -0.0004673635675073, 0.0014205872111373 -0.0004646620439957, 0.0014259886834230 -0.0004619605204841, 0.0014556967809943 -0.0004322437618564, 0.0014610982532800 -0.0004322437618564, 0.0014664997255657 -0.0004295422383448, 0.0014854048785657 -0.0004106315737636, 0.0014908063508513 -0.0003998254797172, 0.0014989085592799 -0.0003836163386476, 0.0014989085592799 -0.0003647056740664, 0.0015097115038513 -0.0003538995800200, 0.0015151129761370 -0.0003511980565084, 0.0015286166568512 -0.0003511980565084, 0.0015367188652797 -0.0003566011035316, 0.0015637262267082 -0.0003566011035316, 0.0015799306435653 -0.0003538995800200, 0.0015853321158510 -0.0003511980565084, 0.0015961350604224 -0.0003403919624619, 0.0015988357965652 -0.0003322873919271, 0.0016096387411366 -0.0003214812978807, 0.0016150402134223 -0.0003187797743691, 0.0016204416857080 -0.0003160782508575, 0.0016447483109936 -0.0003160782508575, 0.0016528505194221 -0.0003133767273459, 0.0016582519917078 -0.0003106752038343, 0.0016771571447078 -0.0002998691097879, 0.0016879600892791 -0.0002917645392531, 0.0017095659784219 -0.0002728538746719, 0.0017554784928503 -0.0002242264514630, 0.0017635807012789 -0.0002161218809282, 0.0017689821735645 -0.0002134203574166, 0.0017797851181359 -0.0002134203574166, 0.0017986902711359 -0.0002053157868818, 0.0018040917434216 -0.0002026142633702, 0.0018175954241358 -0.0001945096928354, 0.0018365005771357 -0.0001755990282542, 0.0018419020494214 -0.0001647929342078, 0.0018770116192784 -0.0001296731285569, 0.0018878145638498 -0.0001215685580221, 0.0018959167722783 -0.0001188670345105, 0.0019121211891354 -0.0001026578934409, 0.0019148219252783 -0.0000972548464177, 0.0019148219252783 -0.0000891502758829, 0.0019229241337068 -0.0000783441818365, 0.0019256248698497 -0.0000756426583249, 0.0019310263421353 -0.0000729411348133, 0.0019337270782782 -0.0000729411348133, 0.0019391285505639 -0.0000702396113017, 0.0019418292867067 -0.0000567319937437, 0.0019472307589924 -0.0000513289467205, 0.0019499314951353 -0.0000513289467205, 0.0019580337035638 -0.0000432243761856, 0.0019580337035638 -0.0000351198056508, 0.0019688366481352 -0.0000243137116044, 0.0019769388565637 -0.0000216121880928, 0.0019823403288494 -0.0000162091410696, 0.0019850410649923 -0.0000081045705348, 0.0019877418011351 -0.0000054030470232, 0.0019904425372780 -0.0000054030470232, 0.0019958440095637 -0.0000027015235116, 0.0019148219252783 -0.0000027015235116)), ((0.0005347457562836 -0.0000027015235116, 0.0005239428117122 -0.0000135076175580, 0.0005104391309980 -0.0000216121880928, 0.0004969354502838 -0.0000297167586276, 0.0004780302972839 -0.0000405228526740, 0.0004564244081411 -0.0000513289467205, 0.0004429207274268 -0.0000513289467205, 0.0004321177828555 -0.0000567319937437, 0.0004294170467126 -0.0000513289467205, 0.0004213148382841 -0.0000594335172553, 0.0004132126298555 -0.0000621350407669, 0.0004051104214270 -0.0000675380877901, 0.0003862052684271 -0.0000837472288597, 0.0003808037961414 -0.0000864487523713, 0.0003727015877128 -0.0000891502758829, 0.0003537964347129 -0.0000918517993945, 0.0003456942262844 -0.0000945533229061, 0.0003402927539987 -0.0000972548464177, 0.0003348912817130 -0.0000999563699293, 0.0003294898094273 -0.0001053594169525, 0.0003240883371416 -0.0001080609404641, 0.0003186868648559 -0.0001107624639757, 0.0003078839202845 -0.0001107624639757, 0.0002970809757131 -0.0001215685580221, 0.0002862780311417 -0.0001269716050453, 0.0002700736142847 -0.0001350761755801, 0.0002511684612847 -0.0001404792226033, 0.0002403655167134 -0.0001458822696265, 0.0002295625721420 -0.0001512853166498, 0.0002241610998563 -0.0001566883636730, 0.0002160588914277 -0.0001593898871846, 0.0002133581552849 -0.0001539868401614, 0.0002025552107135 -0.0001620914106962, 0.0001944530022850 -0.0001647929342078, 0.0001755478492850 -0.0001810020752774, 0.0001701463769993 -0.0001837035987890, 0.0001512412239994 -0.0001864051223006, 0.0001458397517137 -0.0001891066458122, 0.0001404382794280 -0.0001918081693238, 0.0001269345987138 -0.0002053157868818, 0.0001215331264281 -0.0002080173103934, 0.0001134309179996 -0.0002107188339050, 0.0001026279734282 -0.0002107188339050, 0.0000999272372853 -0.0002134203574166, 0.0000945257649996 -0.0002134203574166, 0.0000999272372853 -0.0002215249279514, 0.0000891242927139 -0.0002242264514630, 0.0000810220842854 -0.0002296294984862, 0.0000729198758569 -0.0002377340690210, 0.0000675184035712 -0.0002404355925326, 0.0000621169312855 -0.0002431371160442, 0.0000486132505712 -0.0002458386395558, 0.0000432117782855 -0.0002485401630674, 0.0000378103059999 -0.0002512416865791, 0.0000297080975713 -0.0002593462571139, 0.0000216058891428 -0.0002647493041371, 0.0000081022084285 -0.0002674508276487, 0.0000027007361428 -0.0002701523511603, 0.0000027007361428 -0.0003484965329967, 0.0000108029445714 -0.0003484965329967, 0.0000189051529999 -0.0003457950094851, 0.0000270073614285 -0.0003403919624619, 0.0000756206119997 -0.0003403919624619, 0.0000972265011425 -0.0003322873919271, 0.0001026279734282 -0.0003268843449039, 0.0001107301818567 -0.0003160782508575, 0.0001161316541424 -0.0003133767273459, 0.0001377375432852 -0.0003052721568111, 0.0001485404878566 -0.0002971675862763, 0.0001539419601423 -0.0002944660627647, 0.0001593434324280 -0.0002917645392531, 0.0001674456408565 -0.0002890630157415, 0.0001755478492850 -0.0002890630157415, 0.0002052559468563 -0.0002755553981835, 0.0002106574191420 -0.0002728538746719, 0.0002160588914277 -0.0002701523511603, 0.0002241610998563 -0.0002620477806255, 0.0002241610998563 -0.0002593462571139, 0.0002322633082848 -0.0002512416865791, 0.0002430662528562 -0.0002458386395558, 0.0002700736142847 -0.0002323310219978, 0.0003024824479988 -0.0002188234044398, 0.0003159861287131 -0.0002188234044398, 0.0003213876009987 -0.0002161218809282, 0.0003294898094273 -0.0002080173103934, 0.0003348912817130 -0.0002053157868818, 0.0003483949624272 -0.0002026142633702, 0.0003564971708558 -0.0001972112163470, 0.0003645993792843 -0.0001891066458122, 0.0003700008515700 -0.0001864051223006, 0.0003781030599985 -0.0001837035987890, 0.0003862052684271 -0.0001837035987890, 0.0003916067407128 -0.0001810020752774, 0.0003970082129985 -0.0001783005517658, 0.0004186141021412 -0.0001620914106962, 0.0004348185189983 -0.0001539868401614, 0.0004429207274268 -0.0001512853166498, 0.0004564244081411 -0.0001485837931381, 0.0004834317695695 -0.0001485837931381, 0.0004888332418552 -0.0001458822696265, 0.0004942347141409 -0.0001431807461149, 0.0005104391309980 -0.0001269716050453, 0.0005158406032837 -0.0001242700815337, 0.0005212420755694 -0.0001242700815337, 0.0005266435478551 -0.0001215685580221, 0.0005320450201408 -0.0001188670345105, 0.0005536509092836 -0.0000972548464177, 0.0005644538538549 -0.0000918517993945, 0.0005806582707120 -0.0000837472288597, 0.0005914612152834 -0.0000837472288597, 0.0006076656321405 -0.0000756426583249, 0.0006211693128547 -0.0000621350407669, 0.0006265707851404 -0.0000594335172553, 0.0006319722574261 -0.0000567319937437, 0.0006454759381403 -0.0000540304702321, 0.0006454759381403 -0.0000027015235116, 0.0005347457562836 -0.0000027015235116)), ((0.0001674456408565 -0.0000027015235116, 0.0001566426962851 -0.0000081045705348, 0.0001350368071423 -0.0000189106645812, 0.0000864235565711 -0.0000432243761856, 0.0000675184035712 -0.0000594335172553, 0.0000594161951426 -0.0000648365642785, 0.0000405110421427 -0.0000756426583249, 0.0000243066252856 -0.0000837472288597, 0.0000081022084285 -0.0000864487523713, 0.0000027007361428 -0.0000891502758829, 0.0000027007361428 -0.0001972112163470, 0.0000081022084285 -0.0001972112163470, 0.0000216058891428 -0.0001945096928354, 0.0000324088337142 -0.0001891066458122, 0.0000513139867141 -0.0001810020752774, 0.0001134309179996 -0.0001512853166498, 0.0001296353348566 -0.0001431807461149, 0.0001566426962851 -0.0001296731285569, 0.0002079566829992 -0.0001026578934409, 0.0002241610998563 -0.0000891502758829, 0.0002295625721420 -0.0000864487523713, 0.0002349640444277 -0.0000864487523713, 0.0002403655167134 -0.0000837472288597, 0.0002592706697133 -0.0000702396113017, 0.0002997817118560 -0.0000513289467205, 0.0003078839202845 -0.0000459258996972, 0.0003078839202845 -0.0000243137116044, 0.0003105846564274 -0.0000216121880928, 0.0003105846564274 -0.0000027015235116, 0.0001674456408565 -0.0000027015235116)))"
